code,name,dm
chgn_700019,A股-热门概念-低价,600157.SH
chgn_700013,A股-热门概念-基金重仓,600157.SH
chgn_730520,A股-热门概念-页岩气,600157.SH
chgn_701105,A股-热门概念-光伏玻璃,600157.SH
chgn_701082,A股-热门概念-超超临界发电,600157.SH
chgn_700896,A股-热门概念-油气存储,600157.SH
chgn_700852,A股-热门概念-生物质能,600157.SH
chgn_700694,A股-热门概念-氢能源,600157.SH
chgn_700532,A股-热门概念-MSCI中国,600157.SH
chgn_700340,A股-热门概念-海南自贸区,600157.SH
chgn_700095,A股-热门概念-融资融券,600157.SH
chgn_700069,A股-热门概念-物联网,600157.SH
chgn_700032,A股-热门概念-太阳能,600157.SH
chgn_700128,A股-热门概念-油气勘探,600157.SH
chgn_700015,A股-热门概念-中盘,600157.SH
chgn_700137,A股-热门概念-储能,600157.SH
chgn_700089,A股-热门概念-核电,600157.SH
gn_fdc,A股-概念板块-钒电池,600157.SH
gn_gf,A股-概念板块-光伏,600157.SH
gn_rzrq,A股-概念板块-融资融券,600157.SH
gn_yyq,A股-概念板块-页岩气,600157.SH
diyu_140000,A股-地域板块-山西省,600157.SH
hangye_ZD44,A股-证监会行业-电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,600157.SH
sh_a,A股-分类-沪市A股,600157.SH
hs_a,A股-分类-沪深A股,600157.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600157.SH
zhishu_000041,A股-指数成分-沪市-上证公用,600157.SH
zhishu_000905,A股-指数成分-跨市场-中证500,600157.SH
sw_shfw,A股-申万行业-社会服务,600158.SH
sw2_460600,A股-申万二级-体育Ⅱ,600158.SH
chgn_730574,A股-热门概念-NFT概念,600158.SH
chgn_730566,A股-热门概念-奥运概念,600158.SH
chgn_730550,A股-热门概念-彩票,600158.SH
chgn_730541,A股-热门概念-PPP概念,600158.SH
chgn_730345,A股-热门概念-世界杯,600158.SH
chgn_701012,A股-热门概念-职业教育,600158.SH
chgn_700748,A股-热门概念-冰雪产业,600158.SH
chgn_700747,A股-热门概念-足球概念,600158.SH
chgn_730275,A股-热门概念-特色小镇,600158.SH
chgn_700338,A股-热门概念-国资改革,600158.SH
chgn_700610,A股-热门概念-数字经济,600158.SH
chgn_700016,A股-热门概念-小盘,600158.SH
chgn_700095,A股-热门概念-融资融券,600158.SH
chgn_700206,A股-热门概念-体育产业,600158.SH
chgn_700274,A股-热门概念-中字头,600158.SH
chgn_700294,A股-热门概念-京津冀,600158.SH
gn_rzrq,A股-概念板块-融资融券,600158.SH
gn_tdlz,A股-概念板块-土地流转,600158.SH
gn_tygn,A股-概念板块-体育概念,600158.SH
gn_bcgn,A股-概念板块-博彩概念,600158.SH
gn_jjj,A股-概念板块-京津冀,600158.SH
gn_smgn,A股-概念板块-赛马概念,600158.SH
gn_cgjr,A股-概念板块-参股金融,600158.SH
diyu_120000,A股-地域板块-天津市,600158.SH
hangye_ZR88,A股-证监会行业-文化、体育和娱乐业-体育,600158.SH
sh_a,A股-分类-沪市A股,600158.SH
hs_a,A股-分类-沪深A股,600158.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600158.SH
sw_fdc,A股-申万行业-房地产,600159.SH
sw2_430100,A股-申万二级-房地产开发,600159.SH
chgn_701262,A股-热门概念-微盘股,600159.SH
chgn_700019,A股-热门概念-低价,600159.SH
chgn_730308,A股-热门概念-北京国资,600159.SH
chgn_700338,A股-热门概念-国资改革,600159.SH
chgn_700296,A股-热门概念-雄安新区,600159.SH
chgn_700016,A股-热门概念-小盘,600159.SH
chgn_700294,A股-热门概念-京津冀,600159.SH
gn_jjj,A股-概念板块-京津冀,600159.SH
diyu_110000,A股-地域板块-北京市,600159.SH
hangye_ZE47,A股-证监会行业-建筑业-房屋建筑业,600159.SH
sh_a,A股-分类-沪市A股,600159.SH
hs_a,A股-分类-沪深A股,600159.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600159.SH
sw_jchg,A股-申万行业-基础化工,600160.SH
sw2_220300,A股-申万二级-化学制品,600160.SH
chgn_700739,A股-热门概念-电子化学品,600160.SH
chgn_700078,A股-热门概念-增持回购,600160.SH
chgn_700013,A股-热门概念-基金重仓,600160.SH
chgn_730386,A股-热门概念-甲醇概念,600160.SH
chgn_701193,A股-热门概念-液冷概念,600160.SH
chgn_701009,A股-热门概念-PVDF概念,600160.SH
chgn_730439,A股-热门概念-长三角一体化,600160.SH
chgn_700755,A股-热门概念-中芯国际概念,600160.SH
chgn_700769,A股-热门概念-氟化工,600160.SH
chgn_700737,A股-热门概念-集成电路,600160.SH
chgn_730307,A股-热门概念-浙江国资,600160.SH
chgn_700338,A股-热门概念-国资改革,600160.SH
chgn_700532,A股-热门概念-MSCI中国,600160.SH
chgn_700579,A股-热门概念-芯片概念,600160.SH
chgn_700458,A股-热门概念-半导体,600160.SH
chgn_700095,A股-热门概念-融资融券,600160.SH
chgn_700186,A股-热门概念-燃料电池,600160.SH
chgn_700097,A股-热门概念-锂电池,600160.SH
chgn_700014,A股-热门概念-大盘,600160.SH
gn_tjy,A股-概念板块-碳交易,600160.SH
gn_dtjj,A股-概念板块-低碳经济,600160.SH
gn_rzrq,A股-概念板块-融资融券,600160.SH
gn_yjyj,A股-概念板块-业绩预降,600160.SH
gn_bxzc,A股-概念板块-保险重仓,600160.SH
diyu_330000,A股-地域板块-浙江省,600160.SH
hangye_ZC26,A股-证监会行业-制造业-化学原料和化学制品制造业,600160.SH
sh_a,A股-分类-沪市A股,600160.SH
hs_a,A股-分类-沪深A股,600160.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600160.SH
zhishu_000033,A股-指数成分-沪市-上证材料,600160.SH
hs300,A股-指数成分-跨市场-沪深300,600160.SH
sw_yysw,A股-申万行业-医药生物,600161.SH
sw2_370300,A股-申万二级-生物制品,600161.SH
chgn_700013,A股-热门概念-基金重仓,600161.SH
chgn_701065,A股-热门概念-肝炎治疗,600161.SH
chgn_700800,A股-热门概念-血液制品,600161.SH
chgn_730256,A股-热门概念-禽流感药物,600161.SH
chgn_700338,A股-热门概念-国资改革,600161.SH
chgn_700532,A股-热门概念-MSCI中国,600161.SH
chgn_730141,A股-热门概念-生物医药,600161.SH
chgn_700095,A股-热门概念-融资融券,600161.SH
chgn_700200,A股-热门概念-央企改革,600161.SH
chgn_700015,A股-热门概念-中盘,600161.SH
gn_swym,A股-概念板块-生物疫苗,600161.SH
gn_yjys,A股-概念板块-业绩预升,600161.SH
gn_byjj,A股-概念板块-本月解禁,600161.SH
gn_QFIIzc,A股-概念板块-QFII重仓,600161.SH
gn_cjxj,A股-概念板块-超级细菌,600161.SH
gn_jxlg,A股-概念板块-甲型流感,600161.SH
diyu_110000,A股-地域板块-北京市,600161.SH
hangye_ZC27,A股-证监会行业-制造业-医药制造业,600161.SH
sh_a,A股-分类-沪市A股,600161.SH
hs_a,A股-分类-沪深A股,600161.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600161.SH
zhishu_000037,A股-指数成分-沪市-上证医药,600161.SH
hs300,A股-指数成分-跨市场-沪深300,600161.SH
sw_fdc,A股-申万行业-房地产,600162.SH
sw2_430100,A股-申万二级-房地产开发,600162.SH
chgn_701319,A股-热门概念-破净股,600162.SH
chgn_701144,A股-热门概念-民营医院,600162.SH
chgn_700019,A股-热门概念-低价,600162.SH
chgn_700756,A股-热门概念-养老产业,600162.SH
chgn_700016,A股-热门概念-小盘,600162.SH
chgn_700230,A股-热门概念-人工智能,600162.SH
chgn_700095,A股-热门概念-融资融券,600162.SH
chgn_700303,A股-热门概念-粤港澳,600162.SH
chgn_700090,A股-热门概念-云计算,600162.SH
chgn_700130,A股-热门概念-大数据,600162.SH
chgn_700294,A股-热门概念-京津冀,600162.SH
gn_skgn,A股-概念板块-涉矿概念,600162.SH
gn_zzgn,A股-概念板块-重组概念,600162.SH
gn_myyx,A股-概念板块-民营银行,600162.SH
diyu_440000,A股-地域板块-广东省,600162.SH
hangye_ZK70,A股-证监会行业-房地产业-房地产业,600162.SH
sh_a,A股-分类-沪市A股,600162.SH
hs_a,A股-分类-沪深A股,600162.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600162.SH
sw_gysy,A股-申万行业-公用事业,600163.SH
sw2_410100,A股-申万二级-电力,600163.SH
chgn_730555,A股-热门概念-绿色电力,600163.SH
chgn_730053,A股-热门概念-债转股,600163.SH
chgn_701290,A股-热门概念-AMC（化债概念）,600163.SH
chgn_700024,A股-热门概念-社保重仓,600163.SH
chgn_700019,A股-热门概念-低价,600163.SH
chgn_700013,A股-热门概念-基金重仓,600163.SH
chgn_701105,A股-热门概念-光伏玻璃,600163.SH
chgn_701102,A股-热门概念-海上风电,600163.SH
chgn_700951,A股-热门概念-碳中和,600163.SH
chgn_700825,A股-热门概念-风能,600163.SH
chgn_730306,A股-热门概念-福建国资,600163.SH
chgn_700338,A股-热门概念-国资改革,600163.SH
chgn_700095,A股-热门概念-融资融券,600163.SH
chgn_700032,A股-热门概念-太阳能,600163.SH
chgn_700015,A股-热门概念-中盘,600163.SH
chgn_700189,A股-热门概念-充电桩,600163.SH
gn_fd,A股-概念板块-风电,600163.SH
gn_gf,A股-概念板块-光伏,600163.SH
gn_gfgn,A股-概念板块-光伏概念,600163.SH
gn_hxxa,A股-概念板块-海峡西岸,600163.SH
gn_rzrq,A股-概念板块-融资融券,600163.SH
gn_zmgn,A股-概念板块-摘帽概念,600163.SH
gn_fn,A股-概念板块-风能,600163.SH
gn_zSTg,A股-概念板块-准ST股,600163.SH
diyu_350000,A股-地域板块-福建省,600163.SH
hangye_ZD44,A股-证监会行业-电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,600163.SH
sh_a,A股-分类-沪市A股,600163.SH
hs_a,A股-分类-沪深A股,600163.SH
shfxjs,A股-分类-上证所风险警示板,600163.SH
sw_jchg,A股-申万行业-基础化工,600165.SH
sw2_220300,A股-申万二级-化学制品,600165.SH
chgn_701321,A股-热门概念-年度强势,600165.SH
chgn_700720,A股-热门概念-干细胞,600165.SH
chgn_700019,A股-热门概念-低价,600165.SH
chgn_700613,A股-热门概念-ST板块,600165.SH
chgn_730010,A股-热门概念-沪警示板,600165.SH
chgn_700008,A股-热门概念-新材料,600165.SH
chgn_700016,A股-热门概念-小盘,600165.SH
chgn_700165,A股-热门概念-污水处理,600165.SH
chgn_700068,A股-热门概念-节能环保,600165.SH
gn_jnhb,A股-概念板块-节能环保,600165.SH
gn_sgn,A股-概念板块-陕甘宁,600165.SH
gn_jrcg,A股-概念板块-金融参股,600165.SH
gn_cgjr,A股-概念板块-参股金融,600165.SH
diyu_640000,A股-地域板块-宁夏回族自治区,600165.SH
hangye_ZC26,A股-证监会行业-制造业-化学原料和化学制品制造业,600165.SH
sh_a,A股-分类-沪市A股,600165.SH
hs_a,A股-分类-沪深A股,600165.SH
shfxjs,A股-分类-上证所风险警示板,600165.SH
sw_qc,A股-申万行业-汽车,600166.SH
sw2_280600,A股-申万二级-商用车,600166.SH
chgn_701303,A股-热门概念-DeepSeek概念,600166.SH
chgn_700019,A股-热门概念-低价,600166.SH
chgn_700955,A股-热门概念-华为汽车,600166.SH
chgn_730203,A股-热门概念-电池管理,600166.SH
chgn_700960,A股-热门概念-百度概念,600166.SH
chgn_700956,A股-热门概念-固态电池,600166.SH
chgn_700935,A股-热门概念-宁德时代概念,600166.SH
chgn_700931,A股-热门概念-换电概念,600166.SH
chgn_700818,A股-热门概念-智能交通,600166.SH
chgn_700810,A股-热门概念-车联网（车路云）,600166.SH
chgn_700173,A股-热门概念-冷链物流,600166.SH
chgn_700753,A股-热门概念-整车,600166.SH
chgn_700694,A股-热门概念-氢能源,600166.SH
chgn_700649,A股-热门概念-华为概念,600166.SH
chgn_730308,A股-热门概念-北京国资,600166.SH
chgn_700602,A股-热门概念-工业互联网,600166.SH
chgn_730131,A股-热门概念-汽车金融,600166.SH
chgn_730210,A股-热门概念-电动物流车,600166.SH
chgn_700410,A股-热门概念-新能源车,600166.SH
chgn_700033,A股-热门概念-新能源,600166.SH
chgn_700095,A股-热门概念-融资融券,600166.SH
chgn_700186,A股-热门概念-燃料电池,600166.SH
chgn_700226,A股-热门概念-无人驾驶,600166.SH
chgn_700179,A股-热门概念-智能汽车,600166.SH
chgn_700131,A股-热门概念-智慧城市,600166.SH
chgn_700015,A股-热门概念-中盘,600166.SH
chgn_700130,A股-热门概念-大数据,600166.SH
chgn_700071,A股-热门概念-航天军工,600166.SH
gn_hwqc,A股-概念板块-华为汽车,600166.SH
gn_bdgn,A股-概念板块-百度概念,600166.SH
gn_rzrq,A股-概念板块-融资融券,600166.SH
gn_yjyj,A股-概念板块-业绩预降,600166.SH
gn_byjj,A股-概念板块-本月解禁,600166.SH
gn_jrcg,A股-概念板块-金融参股,600166.SH
gn_qszc,A股-概念板块-券商重仓,600166.SH
diyu_110000,A股-地域板块-北京市,600166.SH
hangye_ZC36,A股-证监会行业-制造业-汽车制造业,600166.SH
sh_a,A股-分类-沪市A股,600166.SH
hs_a,A股-分类-沪深A股,600166.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600166.SH
zhishu_000905,A股-指数成分-跨市场-中证500,600166.SH
sw_gysy,A股-申万行业-公用事业,600167.SH
sw2_410100,A股-申万二级-电力,600167.SH
chgn_701315,A股-热门概念-低市盈率,600167.SH
chgn_700019,A股-热门概念-低价,600167.SH
chgn_701110,A股-热门概念-热泵概念,600167.SH
chgn_700975,A股-热门概念-数字能源,600167.SH
chgn_700808,A股-热门概念-分拆概念,600167.SH
chgn_700694,A股-热门概念-氢能源,600167.SH
chgn_700649,A股-热门概念-华为概念,600167.SH
chgn_700532,A股-热门概念-MSCI中国,600167.SH
chgn_700228,A股-热门概念-人脸识别,600167.SH
chgn_700095,A股-热门概念-融资融券,600167.SH
chgn_700015,A股-热门概念-中盘,600167.SH
chgn_700145,A股-热门概念-安防,600167.SH
chgn_700068,A股-热门概念-节能环保,600167.SH
gn_zzgn,A股-概念板块-重组概念,600167.SH
diyu_210000,A股-地域板块-辽宁省,600167.SH
hangye_ZD44,A股-证监会行业-电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,600167.SH
sh_a,A股-分类-沪市A股,600167.SH
hs_a,A股-分类-沪深A股,600167.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600167.SH
sw_hb,A股-申万行业-环保,600168.SH
sw2_760100,A股-申万二级-环境治理,600168.SH
chgn_730555,A股-热门概念-绿色电力,600168.SH
chgn_701319,A股-热门概念-破净股,600168.SH
chgn_700019,A股-热门概念-低价,600168.SH
chgn_730541,A股-热门概念-PPP概念,600168.SH
chgn_730094,A股-热门概念-海绵城市,600168.SH
chgn_701066,A股-热门概念-新型城镇化,600168.SH
chgn_730444,A股-热门概念-湖北自贸区,600168.SH
chgn_700762,A股-热门概念-固废处理,600168.SH
chgn_700016,A股-热门概念-小盘,600168.SH
chgn_700230,A股-热门概念-人工智能,600168.SH
chgn_700095,A股-热门概念-融资融券,600168.SH
chgn_700165,A股-热门概念-污水处理,600168.SH
chgn_700068,A股-热门概念-节能环保,600168.SH
gn_whgh,A股-概念板块-武汉规划,600168.SH
gn_zzgn,A股-概念板块-重组概念,600168.SH
gn_smgn,A股-概念板块-赛马概念,600168.SH
gn_wscl,A股-概念板块-污水处理,600168.SH
diyu_420000,A股-地域板块-湖北省,600168.SH
hangye_ZD46,A股-证监会行业-电力、热力、燃气及水生产和供应业-水的生产和供应业,600168.SH
sh_a,A股-分类-沪市A股,600168.SH
hs_a,A股-分类-沪深A股,600168.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600168.SH
sw_jxsb,A股-申万行业-机械设备,600169.SH
sw2_640200,A股-申万二级-专用设备,600169.SH
chgn_700078,A股-热门概念-增持回购,600169.SH
chgn_700019,A股-热门概念-低价,600169.SH
chgn_700013,A股-热门概念-基金重仓,600169.SH
chgn_701102,A股-热门概念-海上风电,600169.SH
chgn_700825,A股-热门概念-风能,600169.SH
chgn_700783,A股-热门概念-轨道交通,600169.SH
chgn_700656,A股-热门概念-高铁,600169.SH
chgn_730282,A股-热门概念-复兴号,600169.SH
chgn_730332,A股-热门概念-工程机械,600169.SH
chgn_730184,A股-热门概念-重工装备,600169.SH
chgn_700597,A股-热门概念-机械,600169.SH
chgn_700016,A股-热门概念-小盘,600169.SH
chgn_700095,A股-热门概念-融资融券,600169.SH
chgn_700034,A股-热门概念-铁路基建,600169.SH
chgn_700215,A股-热门概念-一带一路,600169.SH
chgn_700124,A股-热门概念-机器人概念,600169.SH
chgn_700089,A股-热门概念-核电,600169.SH
gn_fd,A股-概念板块-风电,600169.SH
gn_rzrq,A股-概念板块-融资融券,600169.SH
gn_hgzb,A股-概念板块-海工装备,600169.SH
gn_qszc,A股-概念板块-券商重仓,600169.SH
gn_fcss,A股-概念板块-分拆上市,600169.SH
diyu_140000,A股-地域板块-山西省,600169.SH
hangye_ZC35,A股-证监会行业-制造业-专用设备制造业,600169.SH
sh_a,A股-分类-沪市A股,600169.SH
hs_a,A股-分类-沪深A股,600169.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600169.SH
sw_jzzs,A股-申万行业-建筑装饰,600170.SH
sw2_620100,A股-申万二级-房屋建设Ⅱ,600170.SH
chgn_701320,A股-热门概念-长期破净,600170.SH
chgn_701319,A股-热门概念-破净股,600170.SH
chgn_701303,A股-热门概念-DeepSeek概念,600170.SH
chgn_701245,A股-热门概念-低空经济,600170.SH
chgn_700019,A股-热门概念-低价,600170.SH
chgn_730541,A股-热门概念-PPP概念,600170.SH
chgn_701066,A股-热门概念-新型城镇化,600170.SH
chgn_701048,A股-热门概念-土壤修复,600170.SH
chgn_730439,A股-热门概念-长三角一体化,600170.SH
chgn_700951,A股-热门概念-碳中和,600170.SH
chgn_700704,A股-热门概念-券商相关,600170.SH
chgn_730014,A股-热门概念-迪士尼,600170.SH
chgn_700338,A股-热门概念-国资改革,600170.SH
chgn_700532,A股-热门概念-MSCI中国,600170.SH
chgn_700296,A股-热门概念-雄安新区,600170.SH
chgn_700230,A股-热门概念-人工智能,600170.SH
chgn_700176,A股-热门概念-上海国资,600170.SH
chgn_700095,A股-热门概念-融资融券,600170.SH
chgn_700215,A股-热门概念-一带一路,600170.SH
chgn_700124,A股-热门概念-机器人概念,600170.SH
chgn_700015,A股-热门概念-中盘,600170.SH
chgn_700216,A股-热门概念-证金汇金,600170.SH
chgn_700089,A股-热门概念-核电,600170.SH
chgn_700107,A股-热门概念-黄金股,600170.SH
chgn_700068,A股-热门概念-节能环保,600170.SH
gn_tzh,A股-概念板块-碳中和,600170.SH
gn_rzrq,A股-概念板块-融资融券,600170.SH
gn_sgqgg,A股-概念板块-国企改革,600170.SH
gn_shzm,A股-概念板块-上海自贸,600170.SH
gn_jrcg,A股-概念板块-金融参股,600170.SH
gn_shbd,A股-概念板块-上海本地,600170.SH
gn_cgjr,A股-概念板块-参股金融,600170.SH
gn_dsn,A股-概念板块-迪士尼,600170.SH
diyu_310000,A股-地域板块-上海市,600170.SH
hangye_ZE48,A股-证监会行业-建筑业-土木工程建筑业,600170.SH
sh_a,A股-分类-沪市A股,600170.SH
hs_a,A股-分类-沪深A股,600170.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600170.SH
zhishu_000905,A股-指数成分-跨市场-中证500,600170.SH
sw_dz,A股-申万行业-电子,600171.SH
sw2_270100,A股-申万二级-半导体,600171.SH
chgn_730417,A股-热门概念-参股新三板,600171.SH
chgn_701301,A股-热门概念-SOC芯片,600171.SH
chgn_701281,A股-热门概念-汽车芯片,600171.SH
chgn_701273,A股-热门概念-模拟芯片,600171.SH
chgn_700013,A股-热门概念-基金重仓,600171.SH
chgn_730439,A股-热门概念-长三角一体化,600171.SH
chgn_700934,A股-热门概念-第三代半导体,600171.SH
chgn_700906,A股-热门概念-EDA概念,600171.SH
chgn_700842,A股-热门概念-IGBT概念,600171.SH
chgn_700879,A股-热门概念-存储概念,600171.SH
chgn_700833,A股-热门概念-无线耳机,600171.SH
chgn_700780,A股-热门概念-汽车电子,600171.SH
chgn_700737,A股-热门概念-集成电路,600171.SH
chgn_700690,A股-热门概念-电力物联网,600171.SH
chgn_700688,A股-热门概念-智能电网,600171.SH
chgn_700649,A股-热门概念-华为概念,600171.SH
chgn_730139,A股-热门概念-生物识别,600171.SH
chgn_700579,A股-热门概念-芯片概念,600171.SH
chgn_700458,A股-热门概念-半导体,600171.SH
chgn_700095,A股-热门概念-融资融券,600171.SH
chgn_700069,A股-热门概念-物联网,600171.SH
chgn_700096,A股-热门概念-LED,600171.SH
chgn_700200,A股-热门概念-央企改革,600171.SH
chgn_700999,A股-热门概念-MCU概念,600171.SH
chgn_700015,A股-热门概念-中盘,600171.SH
chgn_700189,A股-热门概念-充电桩,600171.SH
gn_wlw,A股-概念板块-物联网,600171.SH
gn_cmp,A股-概念板块-触摸屏,600171.SH
gn_jrcg,A股-概念板块-金融参股,600171.SH
gn_qszc,A股-概念板块-券商重仓,600171.SH
gn_shbd,A股-概念板块-上海本地,600171.SH
gn_cgjr,A股-概念板块-参股金融,600171.SH
diyu_310000,A股-地域板块-上海市,600171.SH
hangye_ZC39,A股-证监会行业-制造业-计算机、通信和其他电子设备制造业,600171.SH
sh_a,A股-分类-沪市A股,600171.SH
hs_a,A股-分类-沪深A股,600171.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600171.SH
zhishu_000905,A股-指数成分-跨市场-中证500,600171.SH
sw_jxsb,A股-申万行业-机械设备,600172.SH
sw2_640100,A股-申万二级-通用设备,600172.SH
chgn_700078,A股-热门概念-增持回购,600172.SH
chgn_700019,A股-热门概念-低价,600172.SH
chgn_730520,A股-热门概念-页岩气,600172.SH
chgn_701032,A股-热门概念-培育钻石,600172.SH
chgn_730410,A股-热门概念-金刚石,600172.SH
chgn_730397,A股-热门概念-透明工厂,600172.SH
chgn_700338,A股-热门概念-国资改革,600172.SH
chgn_700602,A股-热门概念-工业互联网,600172.SH
chgn_700597,A股-热门概念-机械,600172.SH
chgn_700458,A股-热门概念-半导体,600172.SH
chgn_700008,A股-热门概念-新材料,600172.SH
chgn_700016,A股-热门概念-小盘,600172.SH
chgn_700095,A股-热门概念-融资融券,600172.SH
chgn_700128,A股-热门概念-油气勘探,600172.SH
chgn_700071,A股-热门概念-航天军工,600172.SH
gn_gfjg,A股-概念板块-国防军工,600172.SH
gn_yyq,A股-概念板块-页岩气,600172.SH
gn_QFIIzc,A股-概念板块-QFII重仓,600172.SH
diyu_410000,A股-地域板块-河南省,600172.SH
hangye_ZC30,A股-证监会行业-制造业-非金属矿物制品业,600172.SH
sh_a,A股-分类-沪市A股,600172.SH
hs_a,A股-分类-沪深A股,600172.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600172.SH
sw_fdc,A股-申万行业-房地产,600173.SH
sw2_430100,A股-申万二级-房地产开发,600173.SH
chgn_701292,A股-热门概念-并购重组,600173.SH
chgn_700816,A股-热门概念-IP概念（谷子经济）,600173.SH
chgn_700016,A股-热门概念-小盘,600173.SH
chgn_700133,A股-热门概念-手游,600173.SH
chgn_700088,A股-热门概念-稀土永磁,600173.SH
chgn_700021,A股-热门概念-网络游戏,600173.SH
chgn_700137,A股-热门概念-储能,600173.SH
diyu_330000,A股-地域板块-浙江省,600173.SH
hangye_ZF51,A股-证监会行业-批发和零售业-批发业,600173.SH
sh_a,A股-分类-沪市A股,600173.SH
hs_a,A股-分类-沪深A股,600173.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600173.SH
sw_jzcl,A股-申万行业-建筑材料,600176.SH
sw2_610200,A股-申万二级-玻璃玻纤,600176.SH
chgn_730578,A股-热门概念-回购增持再贷款,600176.SH
chgn_700812,A股-热门概念-QFII持股,600176.SH
chgn_700078,A股-热门概念-增持回购,600176.SH
chgn_700024,A股-热门概念-社保重仓,600176.SH
chgn_730532,A股-热门概念-中特估,600176.SH
chgn_701102,A股-热门概念-海上风电,600176.SH
chgn_730439,A股-热门概念-长三角一体化,600176.SH
chgn_730295,A股-热门概念-中国建材集团,600176.SH
chgn_700338,A股-热门概念-国资改革,600176.SH
chgn_700532,A股-热门概念-MSCI中国,600176.SH
chgn_700008,A股-热门概念-新材料,600176.SH
chgn_700095,A股-热门概念-融资融券,600176.SH
chgn_700200,A股-热门概念-央企改革,600176.SH
chgn_700215,A股-热门概念-一带一路,600176.SH
chgn_700015,A股-热门概念-中盘,600176.SH
chgn_700274,A股-热门概念-中字头,600176.SH
chgn_700210,A股-热门概念-工业4.0,600176.SH
gn_sbzc,A股-概念板块-社保重仓,600176.SH
gn_ckts,A股-概念板块-出口退税,600176.SH
diyu_330000,A股-地域板块-浙江省,600176.SH
hangye_ZC30,A股-证监会行业-制造业-非金属矿物制品业,600176.SH
sh_a,A股-分类-沪市A股,600176.SH
hs_a,A股-分类-沪深A股,600176.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600176.SH
zhishu_000033,A股-指数成分-沪市-上证材料,600176.SH
hs300,A股-指数成分-跨市场-沪深300,600176.SH
sw_fzfs,A股-申万行业-纺织服饰,600177.SH
sw2_350200,A股-申万二级-服装家纺,600177.SH
chgn_730552,A股-热门概念-C2M概念,600177.SH
chgn_701319,A股-热门概念-破净股,600177.SH
chgn_700078,A股-热门概念-增持回购,600177.SH
chgn_700013,A股-热门概念-基金重仓,600177.SH
chgn_700698,A股-热门概念-工业大麻,600177.SH
chgn_700682,A股-热门概念-互联金融,600177.SH
chgn_700680,A股-热门概念-金融科技,600177.SH
chgn_700532,A股-热门概念-MSCI中国,600177.SH
chgn_700539,A股-热门概念-新零售,600177.SH
chgn_700095,A股-热门概念-融资融券,600177.SH
chgn_700015,A股-热门概念-中盘,600177.SH
chgn_700216,A股-热门概念-证金汇金,600177.SH
gn_rzrq,A股-概念板块-融资融券,600177.SH
gn_hljr,A股-概念板块-互联金融,600177.SH
gn_jrcg,A股-概念板块-金融参股,600177.SH
gn_bxzc,A股-概念板块-保险重仓,600177.SH
gn_cgjr,A股-概念板块-参股金融,600177.SH
diyu_330000,A股-地域板块-浙江省,600177.SH
hangye_ZC18,A股-证监会行业-制造业-纺织服装、服饰业,600177.SH
sh_a,A股-分类-沪市A股,600177.SH
hs_a,A股-分类-沪深A股,600177.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600177.SH
zhishu_000035,A股-指数成分-沪市-上证可选,600177.SH
zhishu_000905,A股-指数成分-跨市场-中证500,600177.SH
sw_qc,A股-申万行业-汽车,600178.SH
sw2_280200,A股-申万二级-汽车零部件,600178.SH
chgn_701326,A股-热门概念-兵装集团,600178.SH
chgn_730078,A股-热门概念-东北振兴,600178.SH
chgn_701245,A股-热门概念-低空经济,600178.SH
chgn_701229,A股-热门概念-长安汽车概念,600178.SH
chgn_730544,A股-热门概念-理想汽车概念,600178.SH
chgn_730404,A股-热门概念-黑龙江自贸区,600178.SH
chgn_700649,A股-热门概念-华为概念,600178.SH
chgn_700618,A股-热门概念-汽车零部件,600178.SH
chgn_700410,A股-热门概念-新能源车,600178.SH
chgn_700016,A股-热门概念-小盘,600178.SH
chgn_700200,A股-热门概念-央企改革,600178.SH
chgn_700071,A股-热门概念-航天军工,600178.SH
chgn_700068,A股-热门概念-节能环保,600178.SH
gn_gfjg,A股-概念板块-国防军工,600178.SH
gn_jght,A股-概念板块-军工航天,600178.SH
diyu_230000,A股-地域板块-黑龙江省,600178.SH
hangye_ZC36,A股-证监会行业-制造业-汽车制造业,600178.SH
sh_a,A股-分类-沪市A股,600178.SH
hs_a,A股-分类-沪深A股,600178.SH
zhishu_000001,A股-指数成分-沪市-上证指数,600178.SH
sw_jtys,A股-申万行业-交通运输,600179.SH
sw2_421100,A股-申万二级-航运港口,600179.SH
chgn_730575,A股-热门概念-中俄贸易概念,600179.SH
