code,name,dm
sw_yx,A股-申万行业-银行,000001.SZ
sw2_480300,A股-申万二级-股份制银行Ⅱ,000001.SZ
chgn_701320,A股-热门概念-长期破净,000001.SZ
chgn_701319,A股-热门概念-破净股,000001.SZ
chgn_701315,A股-热门概念-低市盈率,000001.SZ
chgn_700013,A股-热门概念-基金重仓,000001.SZ
chgn_700532,A股-热门概念-MSCI中国,000001.SZ
chgn_700231,A股-热门概念-区块链,000001.SZ
chgn_700095,A股-热门概念-融资融券,000001.SZ
chgn_700216,A股-热门概念-证金汇金,000001.SZ
chgn_700014,A股-热门概念-大盘,000001.SZ
gn_rzrq,A股-概念板块-融资融券,000001.SZ
gn_wzbj,A股-概念板块-外资背景,000001.SZ
gn_byjj,A股-概念板块-本月解禁,000001.SZ
gn_sbzc,A股-概念板块-社保重仓,000001.SZ
gn_bxzc,A股-概念板块-保险重仓,000001.SZ
gn_qszc,A股-概念板块-券商重仓,000001.SZ
gn_szbd,A股-概念板块-深圳本地,000001.SZ
gn_jjzc,A股-概念板块-基金重仓,000001.SZ
diyu_440000,A股-地域板块-广东省,000001.SZ
hangye_ZJ66,A股-证监会行业-金融业-货币金融服务,000001.SZ
sz_a,A股-分类-深市A股,000001.SZ
hs_a,A股-分类-沪深A股,000001.SZ
hs_s,A股-分类-所有指数,000001.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000001.SZ
zhishu_399001,A股-指数成分-深市-深证成指,000001.SZ
zhishu_399190,A股-指数成分-深市-金融指数,000001.SZ
hs300,A股-指数成分-跨市场-沪深300,000001.SZ
dpzs,A股-大盘指数,000001.SZ
open_fund,基金-开放式基金,000001.SZ
sw_fdc,A股-申万行业-房地产,000002.SZ
sw2_430100,A股-申万二级-房地产开发,000002.SZ
chgn_701320,A股-热门概念-长期破净,000002.SZ
chgn_701319,A股-热门概念-破净股,000002.SZ
chgn_701318,A股-热门概念-陆股通活跃,000002.SZ
chgn_700078,A股-热门概念-增持回购,000002.SZ
chgn_700013,A股-热门概念-基金重仓,000002.SZ
chgn_730422,A股-热门概念-REITs概念,000002.SZ
chgn_700808,A股-热门概念-分拆概念,000002.SZ
chgn_700173,A股-热门概念-冷链物流,000002.SZ
chgn_700785,A股-热门概念-快递概念,000002.SZ
chgn_700748,A股-热门概念-冰雪产业,000002.SZ
chgn_700532,A股-热门概念-MSCI中国,000002.SZ
chgn_700544,A股-热门概念-房屋租赁,000002.SZ
chgn_700095,A股-热门概念-融资融券,000002.SZ
chgn_700002,A股-热门概念-H股,000002.SZ
chgn_700216,A股-热门概念-证金汇金,000002.SZ
chgn_700014,A股-热门概念-大盘,000002.SZ
gn_hHg,A股-概念板块-含H股,000002.SZ
gn_rzrq,A股-概念板块-融资融券,000002.SZ
gn_qhgn,A股-概念板块-前海概念,000002.SZ
gn_bxzc,A股-概念板块-保险重仓,000002.SZ
gn_QFIIzc,A股-概念板块-QFII重仓,000002.SZ
gn_szbd,A股-概念板块-深圳本地,000002.SZ
gn_jjzc,A股-概念板块-基金重仓,000002.SZ
gn_gqjl,A股-概念板块-股权激励,000002.SZ
diyu_440000,A股-地域板块-广东省,000002.SZ
hangye_ZK70,A股-证监会行业-房地产业-房地产业,000002.SZ
sz_a,A股-分类-深市A股,000002.SZ
hs_a,A股-分类-沪深A股,000002.SZ
hs_s,A股-分类-所有指数,000002.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000002.SZ
zhishu_399001,A股-指数成分-深市-深证成指,000002.SZ
zhishu_399200,A股-指数成分-深市-地产指数,000002.SZ
hs300,A股-指数成分-跨市场-沪深300,000002.SZ
dpzs,A股-大盘指数,000002.SZ
aplush,香港股市-A+H,000002.SZ
sw_jsj,A股-申万行业-计算机,000004.SZ
sw2_710400,A股-申万二级-软件开发,000004.SZ
chgn_730364,A股-热门概念-壳资源,000004.SZ
chgn_701304,A股-热门概念-一体机概念,000004.SZ
chgn_701262,A股-热门概念-微盘股,000004.SZ
chgn_700812,A股-热门概念-QFII持股,000004.SZ
chgn_799998,A股-热门概念-退市警示,000004.SZ
chgn_700971,A股-热门概念-华为鸿蒙,000004.SZ
chgn_700900,A股-热门概念-信创概念,000004.SZ
chgn_700894,A股-热门概念-RCS概念,000004.SZ
chgn_700810,A股-热门概念-车联网（车路云）,000004.SZ
chgn_700690,A股-热门概念-电力物联网,000004.SZ
chgn_700649,A股-热门概念-华为概念,000004.SZ
chgn_730011,A股-热门概念-深ST板,000004.SZ
chgn_700613,A股-热门概念-ST板块,000004.SZ
chgn_700136,A股-热门概念-5G,000004.SZ
chgn_700231,A股-热门概念-区块链,000004.SZ
chgn_700016,A股-热门概念-小盘,000004.SZ
chgn_700230,A股-热门概念-人工智能,000004.SZ
chgn_700133,A股-热门概念-手游,000004.SZ
chgn_700069,A股-热门概念-物联网,000004.SZ
chgn_700021,A股-热门概念-网络游戏,000004.SZ
chgn_700135,A股-热门概念-网络安全,000004.SZ
gn_hwhm,A股-概念板块-华为鸿蒙,000004.SZ
gn_szbd,A股-概念板块-深圳本地,000004.SZ
diyu_440000,A股-地域板块-广东省,000004.SZ
hangye_ZI65,A股-证监会行业-信息传输、软件和信息技术服务业-软件和信息技术服务业,000004.SZ
sz_a,A股-分类-深市A股,000004.SZ
hs_a,A股-分类-沪深A股,000004.SZ
hs_s,A股-分类-所有指数,000004.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000004.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000004.SZ
zhishu_399139,A股-指数成分-深市-医药指数,000004.SZ
open_fund,基金-开放式基金,000004.SZ
sw_fdc,A股-申万行业-房地产,000006.SZ
sw2_430100,A股-申万二级-房地产开发,000006.SZ
chgn_701318,A股-热门概念-陆股通活跃,000006.SZ
chgn_701066,A股-热门概念-新型城镇化,000006.SZ
chgn_700605,A股-热门概念-深圳国资,000006.SZ
chgn_730376,A股-热门概念-广东国资,000006.SZ
chgn_730318,A股-热门概念-深汕合作区,000006.SZ
chgn_700338,A股-热门概念-国资改革,000006.SZ
chgn_700016,A股-热门概念-小盘,000006.SZ
chgn_700095,A股-热门概念-融资融券,000006.SZ
chgn_700303,A股-热门概念-粤港澳,000006.SZ
chgn_700216,A股-热门概念-证金汇金,000006.SZ
gn_qhgn,A股-概念板块-前海概念,000006.SZ
gn_szbd,A股-概念板块-深圳本地,000006.SZ
diyu_440000,A股-地域板块-广东省,000006.SZ
hangye_ZK70,A股-证监会行业-房地产业-房地产业,000006.SZ
sz_a,A股-分类-深市A股,000006.SZ
hs_a,A股-分类-沪深A股,000006.SZ
hs_s,A股-分类-所有指数,000006.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000006.SZ
zhishu_399200,A股-指数成分-深市-地产指数,000006.SZ
open_fund,基金-开放式基金,000006.SZ
sw_smls,A股-申万行业-商贸零售,000007.SZ
sw2_450300,A股-申万二级-一般零售,000007.SZ
chgn_701262,A股-热门概念-微盘股,000007.SZ
chgn_700680,A股-热门概念-金融科技,000007.SZ
chgn_700544,A股-热门概念-房屋租赁,000007.SZ
chgn_700016,A股-热门概念-小盘,000007.SZ
gn_xqzy,A股-概念板块-稀缺资源,000007.SZ
gn_skgn,A股-概念板块-涉矿概念,000007.SZ
gn_yjyj,A股-概念板块-业绩预降,000007.SZ
gn_szbd,A股-概念板块-深圳本地,000007.SZ
diyu_440000,A股-地域板块-广东省,000007.SZ
hangye_ZF52,A股-证监会行业-批发和零售业-零售业,000007.SZ
sz_a,A股-分类-深市A股,000007.SZ
hs_a,A股-分类-沪深A股,000007.SZ
hs_s,A股-分类-所有指数,000007.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000007.SZ
zhishu_399210,A股-指数成分-深市-服务指数,000007.SZ
sw_jxsb,A股-申万行业-机械设备,000008.SZ
sw2_640500,A股-申万二级-轨交设备Ⅱ,000008.SZ
chgn_730073,A股-热门概念-磁悬浮,000008.SZ
chgn_701318,A股-热门概念-陆股通活跃,000008.SZ
chgn_700019,A股-热门概念-低价,000008.SZ
chgn_701217,A股-热门概念-新型工业化,000008.SZ
chgn_730541,A股-热门概念-PPP概念,000008.SZ
chgn_701012,A股-热门概念-职业教育,000008.SZ
chgn_700783,A股-热门概念-轨道交通,000008.SZ
chgn_700665,A股-热门概念-新基建,000008.SZ
chgn_700656,A股-热门概念-高铁,000008.SZ
chgn_700623,A股-热门概念-腾讯概念,000008.SZ
chgn_700016,A股-热门概念-小盘,000008.SZ
chgn_700095,A股-热门概念-融资融券,000008.SZ
chgn_700034,A股-热门概念-铁路基建,000008.SZ
chgn_700200,A股-热门概念-央企改革,000008.SZ
chgn_700215,A股-热门概念-一带一路,000008.SZ
chgn_700124,A股-热门概念-机器人概念,000008.SZ
chgn_700131,A股-热门概念-智慧城市,000008.SZ
chgn_700210,A股-热门概念-工业4.0,000008.SZ
gn_yjys,A股-概念板块-业绩预升,000008.SZ
gn_szbd,A股-概念板块-深圳本地,000008.SZ
diyu_110000,A股-地域板块-北京市,000008.SZ
hangye_ZC37,A股-证监会行业-制造业-铁路、船舶、航空航天和其他运输设备制造业,000008.SZ
sz_a,A股-分类-深市A股,000008.SZ
hs_a,A股-分类-沪深A股,000008.SZ
hs_s,A股-分类-所有指数,000008.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000008.SZ
zhishu_399180,A股-指数成分-深市-批零指数,000008.SZ
dpzs,A股-大盘指数,000008.SZ
open_fund,基金-开放式基金,000008.SZ
sw_dlsb,A股-申万行业-电力设备,000009.SZ
sw2_630700,A股-申万二级-电池,000009.SZ
chgn_730023,A股-热门概念-土地流转,000009.SZ
chgn_730417,A股-热门概念-参股新三板,000009.SZ
chgn_701318,A股-热门概念-陆股通活跃,000009.SZ
chgn_701109,A股-热门概念-4680电池,000009.SZ
chgn_701072,A股-热门概念-比亚迪概念,000009.SZ
chgn_700995,A股-热门概念-小鹏汽车概念,000009.SZ
chgn_700956,A股-热门概念-固态电池,000009.SZ
chgn_700940,A股-热门概念-快充概念,000009.SZ
chgn_700935,A股-热门概念-宁德时代概念,000009.SZ
chgn_700877,A股-热门概念-磷酸铁锂,000009.SZ
chgn_700808,A股-热门概念-分拆概念,000009.SZ
chgn_700681,A股-热门概念-3D打印,000009.SZ
chgn_730200,A股-热门概念-三元锂电,000009.SZ
chgn_730190,A股-热门概念-超级电容,000009.SZ
chgn_730141,A股-热门概念-生物医药,000009.SZ
chgn_700410,A股-热门概念-新能源车,000009.SZ
chgn_700033,A股-热门概念-新能源,000009.SZ
chgn_700129,A股-热门概念-小金属,000009.SZ
chgn_700095,A股-热门概念-融资融券,000009.SZ
chgn_700141,A股-热门概念-石墨烯,000009.SZ
chgn_700186,A股-热门概念-燃料电池,000009.SZ
chgn_700088,A股-热门概念-稀土永磁,000009.SZ
chgn_700097,A股-热门概念-锂电池,000009.SZ
chgn_700125,A股-热门概念-特斯拉,000009.SZ
chgn_700215,A股-热门概念-一带一路,000009.SZ
chgn_700015,A股-热门概念-中盘,000009.SZ
chgn_700189,A股-热门概念-充电桩,000009.SZ
chgn_700137,A股-热门概念-储能,000009.SZ
chgn_700077,A股-热门概念-创投,000009.SZ
chgn_700071,A股-热门概念-航天军工,000009.SZ
chgn_700107,A股-热门概念-黄金股,000009.SZ
gn_gykc,A股-概念板块-高压快充,000009.SZ
gn_sbjx,A股-概念板块-三板精选,000009.SZ
gn_jmrh,A股-概念板块-军民融合,000009.SZ
gn_dtjj,A股-概念板块-低碳经济,000009.SZ
gn_rzrq,A股-概念板块-融资融券,000009.SZ
gn_ldc,A股-概念板块-锂电池,000009.SZ
gn_smx,A股-概念板块-石墨烯,000009.SZ
gn_tdlz,A股-概念板块-土地流转,000009.SZ
gn_tsl,A股-概念板块-特斯拉,000009.SZ
gn_qhgn,A股-概念板块-前海概念,000009.SZ
gn_QFIIzc,A股-概念板块-QFII重仓,000009.SZ
gn_fcss,A股-概念板块-分拆上市,000009.SZ
gn_szbd,A股-概念板块-深圳本地,000009.SZ
gn_gqjl,A股-概念板块-股权激励,000009.SZ
gn_xhjj,A股-概念板块-循环经济,000009.SZ
diyu_440000,A股-地域板块-广东省,000009.SZ
hangye_ZM,A股-证监会行业-科学研究和技术服务业,000009.SZ
hangye_ZS90,A股-证监会行业-综合-综合,000009.SZ
sz_a,A股-分类-深市A股,000009.SZ
hs_a,A股-分类-沪深A股,000009.SZ
hs_s,A股-分类-所有指数,000009.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000009.SZ
zhishu_399001,A股-指数成分-深市-深证成指,000009.SZ
zhishu_399230,A股-指数成分-深市-综企指数,000009.SZ
zhishu_000905,A股-指数成分-跨市场-中证500,000009.SZ
dpzs,A股-大盘指数,000009.SZ
sw_jzzs,A股-申万行业-建筑装饰,000010.SZ
sw2_620300,A股-申万二级-基础建设,000010.SZ
chgn_700019,A股-热门概念-低价,000010.SZ
chgn_730541,A股-热门概念-PPP概念,000010.SZ
chgn_701066,A股-热门概念-新型城镇化,000010.SZ
chgn_700961,A股-热门概念-生态园林,000010.SZ
chgn_700951,A股-热门概念-碳中和,000010.SZ
chgn_700016,A股-热门概念-小盘,000010.SZ
chgn_700068,A股-热门概念-节能环保,000010.SZ
gn_jrcg,A股-概念板块-金融参股,000010.SZ
gn_szbd,A股-概念板块-深圳本地,000010.SZ
gn_gqgn,A股-概念板块-股期概念,000010.SZ
gn_wgg,A股-概念板块-未股改,000010.SZ
diyu_440000,A股-地域板块-广东省,000010.SZ
hangye_ZE48,A股-证监会行业-建筑业-土木工程建筑业,000010.SZ
sz_a,A股-分类-深市A股,000010.SZ
hs_a,A股-分类-沪深A股,000010.SZ
hs_s,A股-分类-所有指数,000010.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000010.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000010.SZ
zhishu_399138,A股-指数成分-深市-机械指数,000010.SZ
dpzs,A股-大盘指数,000010.SZ
sw_fdc,A股-申万行业-房地产,000011.SZ
sw2_430100,A股-申万二级-房地产开发,000011.SZ
chgn_730569,A股-热门概念-股权转让,000011.SZ
chgn_701318,A股-热门概念-陆股通活跃,000011.SZ
chgn_701290,A股-热门概念-AMC（化债概念）,000011.SZ
chgn_701066,A股-热门概念-新型城镇化,000011.SZ
chgn_700905,A股-热门概念-免税概念,000011.SZ
chgn_700605,A股-热门概念-深圳国资,000011.SZ
chgn_730376,A股-热门概念-广东国资,000011.SZ
chgn_700338,A股-热门概念-国资改革,000011.SZ
chgn_700544,A股-热门概念-房屋租赁,000011.SZ
chgn_700016,A股-热门概念-小盘,000011.SZ
chgn_700303,A股-热门概念-粤港澳,000011.SZ
chgn_700215,A股-热门概念-一带一路,000011.SZ
gn_hBg,A股-概念板块-含B股,000011.SZ
gn_qhgn,A股-概念板块-前海概念,000011.SZ
gn_yjys,A股-概念板块-业绩预升,000011.SZ
gn_szbd,A股-概念板块-深圳本地,000011.SZ
diyu_440000,A股-地域板块-广东省,000011.SZ
hangye_ZK70,A股-证监会行业-房地产业-房地产业,000011.SZ
sz_a,A股-分类-深市A股,000011.SZ
hs_a,A股-分类-沪深A股,000011.SZ
hs_s,A股-分类-所有指数,000011.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000011.SZ
zhishu_399200,A股-指数成分-深市-地产指数,000011.SZ
dpzs,A股-大盘指数,000011.SZ
open_fund,基金-开放式基金,000011.SZ
sw_jzcl,A股-申万行业-建筑材料,000012.SZ
sw2_610200,A股-申万二级-玻璃玻纤,000012.SZ
chgn_701318,A股-热门概念-陆股通活跃,000012.SZ
chgn_700078,A股-热门概念-增持回购,000012.SZ
chgn_700019,A股-热门概念-低价,000012.SZ
chgn_730231,A股-热门概念-特种玻璃,000012.SZ
chgn_701105,A股-热门概念-光伏玻璃,000012.SZ
chgn_700958,A股-热门概念-BIPV概念,000012.SZ
chgn_730237,A股-热门概念-多晶硅,000012.SZ
chgn_700618,A股-热门概念-汽车零部件,000012.SZ
chgn_700033,A股-热门概念-新能源,000012.SZ
chgn_700296,A股-热门概念-雄安新区,000012.SZ
chgn_700095,A股-热门概念-融资融券,000012.SZ
chgn_700032,A股-热门概念-太阳能,000012.SZ
chgn_700125,A股-热门概念-特斯拉,000012.SZ
chgn_700303,A股-热门概念-粤港澳,000012.SZ
chgn_700233,A股-热门概念-OLED,000012.SZ
chgn_700215,A股-热门概念-一带一路,000012.SZ
chgn_700015,A股-热门概念-中盘,000012.SZ
chgn_700071,A股-热门概念-航天军工,000012.SZ
chgn_700068,A股-热门概念-节能环保,000012.SZ
gn_gf,A股-概念板块-光伏,000012.SZ
gn_gfgn,A股-概念板块-光伏概念,000012.SZ
gn_dtjj,A股-概念板块-低碳经济,000012.SZ
gn_hBg,A股-概念板块-含B股,000012.SZ
gn_rzrq,A股-概念板块-融资融券,000012.SZ
gn_cmp,A股-概念板块-触摸屏,000012.SZ
gn_pggn,A股-概念板块-苹果概念,000012.SZ
gn_jzjn,A股-概念板块-建筑节能,000012.SZ
gn_qhgn,A股-概念板块-前海概念,000012.SZ
gn_szbd,A股-概念板块-深圳本地,000012.SZ
gn_ckts,A股-概念板块-出口退税,000012.SZ
gn_xny,A股-概念板块-新能源,000012.SZ
diyu_440000,A股-地域板块-广东省,000012.SZ
hangye_ZC30,A股-证监会行业-制造业-非金属矿物制品业,000012.SZ
sz_a,A股-分类-深市A股,000012.SZ
hs_a,A股-分类-沪深A股,000012.SZ
hs_s,A股-分类-所有指数,000012.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000012.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000012.SZ
zhishu_399137,A股-指数成分-深市-金属指数,000012.SZ
dpzs,A股-大盘指数,000012.SZ
sw_fdc,A股-申万行业-房地产,000014.SZ
sw2_430100,A股-申万二级-房地产开发,000014.SZ
chgn_700605,A股-热门概念-深圳国资,000014.SZ
chgn_730376,A股-热门概念-广东国资,000014.SZ
chgn_730318,A股-热门概念-深汕合作区,000014.SZ
chgn_700338,A股-热门概念-国资改革,000014.SZ
chgn_700016,A股-热门概念-小盘,000014.SZ
chgn_700303,A股-热门概念-粤港澳,000014.SZ
gn_qhgn,A股-概念板块-前海概念,000014.SZ
gn_szbd,A股-概念板块-深圳本地,000014.SZ
diyu_440000,A股-地域板块-广东省,000014.SZ
hangye_ZK70,A股-证监会行业-房地产业-房地产业,000014.SZ
sz_a,A股-分类-深市A股,000014.SZ
hs_a,A股-分类-沪深A股,000014.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000014.SZ
zhishu_399200,A股-指数成分-深市-地产指数,000014.SZ
open_fund,基金-开放式基金,000014.SZ
sw_jydq,A股-申万行业-家用电器,000016.SZ
sw2_330100,A股-申万二级-白色家电,000016.SZ
chgn_730551,A股-热门概念-垃圾分类,000016.SZ
chgn_701318,A股-热门概念-陆股通活跃,000016.SZ
chgn_701303,A股-热门概念-DeepSeek概念,000016.SZ
chgn_700812,A股-热门概念-QFII持股,000016.SZ
chgn_700019,A股-热门概念-低价,000016.SZ
chgn_701216,A股-热门概念-星闪概念,000016.SZ
chgn_730541,A股-热门概念-PPP概念,000016.SZ
chgn_730238,A股-热门概念-IPV6,000016.SZ
chgn_730485,A股-热门概念-巨量转移概念,000016.SZ
chgn_701105,A股-热门概念-光伏玻璃,000016.SZ
chgn_730460,A股-热门概念-网约车概念,000016.SZ
chgn_700934,A股-热门概念-第三代半导体,000016.SZ
chgn_700879,A股-热门概念-存储概念,000016.SZ
chgn_700875,A股-热门概念-氮化镓,000016.SZ
chgn_700848,A股-热门概念-MLED,000016.SZ
chgn_700808,A股-热门概念-分拆概念,000016.SZ
chgn_700740,A股-热门概念-PCB概念,000016.SZ
chgn_700684,A股-热门概念-超高清,000016.SZ
chgn_700623,A股-热门概念-腾讯概念,000016.SZ
chgn_730209,A股-热门概念-QLED,000016.SZ
chgn_700592,A股-热门概念-家用电器,000016.SZ
chgn_700579,A股-热门概念-芯片概念,000016.SZ
chgn_700458,A股-热门概念-半导体,000016.SZ
chgn_700095,A股-热门概念-融资融券,000016.SZ
chgn_700165,A股-热门概念-污水处理,000016.SZ
chgn_700200,A股-热门概念-央企改革,000016.SZ
chgn_700233,A股-热门概念-OLED,000016.SZ
chgn_700178,A股-热门概念-智能家居,000016.SZ
chgn_700015,A股-热门概念-中盘,000016.SZ
chgn_700077,A股-热门概念-创投,000016.SZ
gn_hBg,A股-概念板块-含B股,000016.SZ
gn_qhgn,A股-概念板块-前海概念,000016.SZ
gn_yjys,A股-概念板块-业绩预升,000016.SZ
gn_szbd,A股-概念板块-深圳本地,000016.SZ
diyu_440000,A股-地域板块-广东省,000016.SZ
hangye_ZC39,A股-证监会行业-制造业-计算机、通信和其他电子设备制造业,000016.SZ
sz_a,A股-分类-深市A股,000016.SZ
hs_a,A股-分类-沪深A股,000016.SZ
hs_s,A股-分类-所有指数,000016.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000016.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000016.SZ
zhishu_399136,A股-指数成分-深市-电子指数,000016.SZ
dpzs,A股-大盘指数,000016.SZ
open_fund,基金-开放式基金,000016.SZ
sw_fzfs,A股-申万行业-纺织服饰,000017.SZ
sw2_350300,A股-申万二级-饰品,000017.SZ
chgn_730258,A股-热门概念-单车概念,000017.SZ
chgn_700539,A股-热门概念-新零售,000017.SZ
chgn_700016,A股-热门概念-小盘,000017.SZ
chgn_700097,A股-热门概念-锂电池,000017.SZ
chgn_700303,A股-热门概念-粤港澳,000017.SZ
chgn_700107,A股-热门概念-黄金股,000017.SZ
gn_djy,A股-概念板块-电解液,000017.SZ
gn_hBg,A股-概念板块-含B股,000017.SZ
gn_szbd,A股-概念板块-深圳本地,000017.SZ
gn_wgg,A股-概念板块-未股改,000017.SZ
diyu_440000,A股-地域板块-广东省,000017.SZ
hangye_ZC24,A股-证监会行业-制造业-文教、工美、体育和娱乐用品制造业,000017.SZ
sz_a,A股-分类-深市A股,000017.SZ
hs_a,A股-分类-沪深A股,000017.SZ
hs_s,A股-分类-所有指数,000017.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000017.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000017.SZ
zhishu_399138,A股-指数成分-深市-机械指数,000017.SZ
dpzs,A股-大盘指数,000017.SZ
open_fund,基金-开放式基金,000017.SZ
sw_nlmy,A股-申万行业-农林牧渔,000019.SZ
sw2_110500,A股-申万二级-农产品加工,000019.SZ
chgn_701318,A股-热门概念-陆股通活跃,000019.SZ
chgn_730496,A股-热门概念-调味品,000019.SZ
chgn_700970,A股-热门概念-预制菜,000019.SZ
chgn_700897,A股-热门概念-农村电商,000019.SZ
chgn_700605,A股-热门概念-深圳国资,000019.SZ
chgn_700173,A股-热门概念-冷链物流,000019.SZ
chgn_730376,A股-热门概念-广东国资,000019.SZ
chgn_700338,A股-热门概念-国资改革,000019.SZ
chgn_700016,A股-热门概念-小盘,000019.SZ
chgn_700303,A股-热门概念-粤港澳,000019.SZ
chgn_700215,A股-热门概念-一带一路,000019.SZ
gn_hBg,A股-概念板块-含B股,000019.SZ
gn_szbd,A股-概念板块-深圳本地,000019.SZ
diyu_440000,A股-地域板块-广东省,000019.SZ
hangye_ZF51,A股-证监会行业-批发和零售业-批发业,000019.SZ
sz_a,A股-分类-深市A股,000019.SZ
hs_a,A股-分类-沪深A股,000019.SZ
hs_s,A股-分类-所有指数,000019.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000019.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000019.SZ
zhishu_399131,A股-指数成分-深市-食品指数,000019.SZ
sw_dz,A股-申万行业-电子,000020.SZ
sw2_270300,A股-申万二级-光学光电子,000020.SZ
chgn_700016,A股-热门概念-小盘,000020.SZ
gn_hBg,A股-概念板块-含B股,000020.SZ
gn_qhgn,A股-概念板块-前海概念,000020.SZ
gn_yjyj,A股-概念板块-业绩预降,000020.SZ
gn_szbd,A股-概念板块-深圳本地,000020.SZ
diyu_440000,A股-地域板块-广东省,000020.SZ
hangye_ZC39,A股-证监会行业-制造业-计算机、通信和其他电子设备制造业,000020.SZ
sz_a,A股-分类-深市A股,000020.SZ
hs_a,A股-分类-沪深A股,000020.SZ
hs_s,A股-分类-所有指数,000020.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000020.SZ
zhishu_399130,A股-指数成分-深市-制造指数,000020.SZ
zhishu_399136,A股-指数成分-深市-电子指数,000020.SZ
open_fund,基金-开放式基金,000020.SZ
sw_dz,A股-申万行业-电子,000021.SZ
sw2_270500,A股-申万二级-消费电子,000021.SZ
chgn_701318,A股-热门概念-陆股通活跃,000021.SZ
chgn_701270,A股-热门概念-先进封装,000021.SZ
chgn_700013,A股-热门概念-基金重仓,000021.SZ
chgn_701188,A股-热门概念-数据要素,000021.SZ
chgn_700934,A股-热门概念-第三代半导体,000021.SZ
chgn_700879,A股-热门概念-存储概念,000021.SZ
chgn_700862,A股-热门概念-大基金概念,000021.SZ
chgn_700787,A股-热门概念-无人机,000021.SZ
chgn_700780,A股-热门概念-汽车电子,000021.SZ
chgn_700737,A股-热门概念-集成电路,000021.SZ
chgn_700688,A股-热门概念-智能电网,000021.SZ
chgn_700649,A股-热门概念-华为概念,000021.SZ
chgn_700338,A股-热门概念-国资改革,000021.SZ
chgn_730190,A股-热门概念-超级电容,000021.SZ
chgn_700410,A股-热门概念-新能源车,000021.SZ
chgn_700579,A股-热门概念-芯片概念,000021.SZ
chgn_700458,A股-热门概念-半导体,000021.SZ
chgn_700231,A股-热门概念-区块链,000021.SZ
chgn_700095,A股-热门概念-融资融券,000021.SZ
chgn_700069,A股-热门概念-物联网,000021.SZ
chgn_700200,A股-热门概念-央企改革,000021.SZ
chgn_700090,A股-热门概念-云计算,000021.SZ
chgn_700127,A股-热门概念-医疗器械,000021.SZ
chgn_700179,A股-热门概念-智能汽车,000021.SZ
chgn_700015,A股-热门概念-中盘,000021.SZ
chgn_700137,A股-热门概念-储能,000021.SZ
chgn_700210,A股-热门概念-工业4.0,000021.SZ
gn_hwgn,A股-概念板块-华为概念,000021.SZ
gn_zndw,A股-概念板块-智能电网,000021.SZ
gn_rzrq,A股-概念板块-融资融券,000021.SZ
gn_jrcg,A股-概念板块-金融参股,000021.SZ
gn_fcss,A股-概念板块-分拆上市,000021.SZ
gn_szbd,A股-概念板块-深圳本地,000021.SZ
gn_cgjr,A股-概念板块-参股金融,000021.SZ
diyu_440000,A股-地域板块-广东省,000021.SZ
hangye_ZC39,A股-证监会行业-制造业-计算机、通信和其他电子设备制造业,000021.SZ
sz_a,A股-分类-深市A股,000021.SZ
hs_a,A股-分类-沪深A股,000021.SZ
hs_s,A股-分类-所有指数,000021.SZ
zhishu_399106,A股-指数成分-深市-深证综指,000021.SZ
zhishu_399001,A股-指数成分-深市-深证成指,000021.SZ
zhishu_399170,A股-指数成分-深市-IT指数,000021.SZ
zhishu_000905,A股-指数成分-跨市场-中证500,000021.SZ
open_fund,基金-开放式基金,000021.SZ
sw_zh,A股-申万行业-综合,000025.SZ
sw2_510100,A股-申万二级-综合Ⅱ,000025.SZ
chgn_701318,A股-热门概念-陆股通活跃,000025.SZ
chgn_700605,A股-热门概念-深圳国资,000025.SZ
chgn_730376,A股-热门概念-广东国资,000025.SZ
chgn_700338,A股-热门概念-国资改革,000025.SZ
chgn_700016,A股-热门概念-小盘,000025.SZ
chgn_700095,A股-热门概念-融资融券,000025.SZ
chgn_700107,A股-热门概念-黄金股,000025.SZ
gn_hBg,A股-概念板块-含B股,000025.SZ
gn_qhgn,A股-概念板块-前海概念,000025.SZ
gn_szbd,A股-概念板块-深圳本地,000025.SZ
diyu_440000,A股-地域板块-广东省,000025.SZ
hangye_ZF51,A股-证监会行业-批发和零售业-批发业,000025.SZ
sz_a,A股-分类-深市A股,000025.SZ
